"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"GRC","Greece","EMPGG","Employment in general government","2010","2010",854.78,,
"GRC","Greece","EMPGG","Employment in general government","2011","2011",826.6,,
"GRC","Greece","EMPGG","Employment in general government","2012","2012",778.49,,
"GRC","Greece","EMPGG","Employment in general government","2013","2013",743.92,,
"GRC","Greece","EMPGG","Employment in general government","2014","2014",721.18,,
"GRC","Greece","EMPGG","Employment in general government","2015","2015",726.15,,
"GRC","Greece","EMPGG","Employment in general government","2016","2016",736.35,,
"GRC","Greece","EMPGG","Employment in general government","2017","2017",737.44,,
"GRC","Greece","EMPGG","Employment in general government","2018","2018",749.69,,
"GRC","Greece","EMPGG","Employment in general government","2019","2019",760.15,,
"GRC","Greece","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",21,,
"GRC","Greece","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",19.7,,
"GRC","Greece","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",18.3,,
"GRC","Greece","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",18.7,,
"GRC","Greece","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",21.7,,
"GRC","Greece","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",5.6,,
"GRC","Greece","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",10,,
"GRC","Greece","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",21.1,,
"GRC","Greece","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",25,,
"GRC","Greece","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",10.53,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",19.18,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",18.84,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",19.89,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",21.21,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",20.55,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",20.65,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",21.31,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",21.62,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",22.09,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",21.46,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",20.54,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",19.67,,
"HUN","Hungary","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",18.86,,
"HUN","Hungary","EMPGG","Employment in general government","2007","2007",791.19,,
"HUN","Hungary","EMPGG","Employment in general government","2008","2008",763.56,,
"HUN","Hungary","EMPGG","Employment in general government","2009","2009",790.84,,
"HUN","Hungary","EMPGG","Employment in general government","2010","2010",837.65,,
"HUN","Hungary","EMPGG","Employment in general government","2011","2011",811.05,,
"HUN","Hungary","EMPGG","Employment in general government","2012","2012",822.75,,
"HUN","Hungary","EMPGG","Employment in general government","2013","2013",859.86,,
"HUN","Hungary","EMPGG","Employment in general government","2014","2014",912.02,,
"HUN","Hungary","EMPGG","Employment in general government","2015","2015",952.74,,
"HUN","Hungary","EMPGG","Employment in general government","2016","2016",959.94,,
"HUN","Hungary","EMPGG","Employment in general government","2017","2017",936.65,,
"HUN","Hungary","EMPGG","Employment in general government","2018","2018",917.07,,
"HUN","Hungary","EMPGG","Employment in general government","2019","2019",890.31,,
"HUN","Hungary","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",8.8,,
"HUN","Hungary","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",10.1,,
"HUN","Hungary","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",10.1,,
"HUN","Hungary","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",12.6,,
"HUN","Hungary","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",12.6,,
"HUN","Hungary","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",10,,
"HUN","Hungary","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",0,,
"HUN","Hungary","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",0,,
"HUN","Hungary","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",7.7,,
"HUN","Hungary","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",21.43,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",24.99,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",27.52,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",27.38,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",27.45,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",26.88,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",26.8,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",26.27,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",25.65,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",24.38,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",23.79,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",23.99,,
"ISL","Iceland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",24.95,,
"ISL","Iceland","EMPGG","Employment in general government","2008","2008",44.8,,
"ISL","Iceland","EMPGG","Employment in general government","2009","2009",45.3,,
"ISL","Iceland","EMPGG","Employment in general government","2010","2010",44.5,,
"ISL","Iceland","EMPGG","Employment in general government","2011","2011",45.1,,
"ISL","Iceland","EMPGG","Employment in general government","2012","2012",45,,
"ISL","Iceland","EMPGG","Employment in general government","2013","2013",45.9,,
"ISL","Iceland","EMPGG","Employment in general government","2014","2014",46.1,,
"ISL","Iceland","EMPGG","Employment in general government","2015","2015",46.3,,
"ISL","Iceland","EMPGG","Employment in general government","2016","2016",46,,
"ISL","Iceland","EMPGG","Employment in general government","2017","2017",46.8,,
"ISL","Iceland","EMPGG","Employment in general government","2018","2018",48.6,,
"ISL","Iceland","EMPGG","Employment in general government","2019","2019",50.5,,
"ISL","Iceland","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",39.7,,
"ISL","Iceland","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",41.3,,
"ISL","Iceland","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",47.6,,
"ISL","Iceland","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",38.1,,
"ISL","Iceland","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",39.7,,
"ISL","Iceland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",50,,
"ISL","Iceland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",44.4,,
"ISL","Iceland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",36,,
"ISL","Iceland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",40,,
"ISL","Iceland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",40,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",14.61,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",15.27,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",16.06,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",16.48,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",16.37,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",16.08,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",15.48,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",15.15,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",15.03,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",14.88,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",14.96,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",14.94,,
"IRL","Ireland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",14.91,,
"IRL","Ireland","EMPGG","Employment in general government","2007","2007",313.04,,
"IRL","Ireland","EMPGG","Employment in general government","2008","2008",325.12,,
"IRL","Ireland","EMPGG","Employment in general government","2009","2009",315.06,,
"IRL","Ireland","EMPGG","Employment in general government","2010","2010",310.2,,
"IRL","Ireland","EMPGG","Employment in general government","2011","2011",301.57,,
"IRL","Ireland","EMPGG","Employment in general government","2012","2012",294.61,,
"IRL","Ireland","EMPGG","Employment in general government","2013","2013",291.84,,
"IRL","Ireland","EMPGG","Employment in general government","2014","2014",293.35,,
"IRL","Ireland","EMPGG","Employment in general government","2015","2015",301.59,,
"IRL","Ireland","EMPGG","Employment in general government","2016","2016",309.75,,
"IRL","Ireland","EMPGG","Employment in general government","2017","2017",320.76,,
"IRL","Ireland","EMPGG","Employment in general government","2018","2018",330.58,,
"IRL","Ireland","EMPGG","Employment in general government","2019","2019",339.26,,
"IRL","Ireland","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",15.1,,
